msisdn,gender,age
subscribers_00930,MALE,77
subscribers_00931,FEMALE,62
subscribers_00932,FEMALE,56
subscribers_00933,FEMALE,21
subscribers_00934,MALE,52
subscribers_00935,MALE,19
subscribers_00936,MALE,79
subscribers_00937,FEMALE,23
subscribers_00938,FEMALE,69
subscribers_00939,MALE,82
subscribers_00940,FEMALE,72
subscribers_00941,MALE,31
subscribers_00942,MALE,24
subscribers_00943,MALE,73
subscribers_00944,FEMALE,19
subscribers_00945,FEMALE,38
subscribers_00946,FEMALE,26
subscribers_00947,MALE,79
subscribers_00948,MALE,21
subscribers_00949,FEMALE,71
subscribers_00950,MALE,38
subscribers_00951,FEMALE,18
subscribers_00952,MALE,38
subscribers_00953,MALE,56
subscribers_00954,MALE,31
subscribers_00955,FEMALE,84
subscribers_00956,MALE,56
subscribers_00957,FEMALE,68
subscribers_00958,FEMALE,76
subscribers_00959,MALE,55
subscribers_00960,FEMALE,44
subscribers_00961,MALE,29
subscribers_00962,FEMALE,47
subscribers_00963,FEMALE,31
subscribers_00964,FEMALE,55
subscribers_00965,MALE,34
subscribers_00966,FEMALE,26
subscribers_00967,FEMALE,30
subscribers_00968,MALE,84
subscribers_00969,FEMALE,65
subscribers_00970,MALE,50
subscribers_00971,MALE,79
subscribers_00972,MALE,79
subscribers_00973,MALE,32
subscribers_00974,FEMALE,42
subscribers_00975,MALE,33
subscribers_00976,MALE,27
subscribers_00977,FEMALE,39
subscribers_00978,MALE,59
subscribers_00979,MALE,15
subscribers_00980,FEMALE,27
subscribers_00981,FEMALE,22
subscribers_00982,FEMALE,76
subscribers_00983,FEMALE,21
subscribers_00984,FEMALE,42
subscribers_00985,FEMALE,71
subscribers_00986,FEMALE,59
subscribers_00987,FEMALE,31
subscribers_00988,MALE,52
subscribers_00989,MALE,69
subscribers_00990,FEMALE,41
subscribers_00991,FEMALE,40
subscribers_00992,MALE,75
subscribers_00993,FEMALE,32
subscribers_00994,FEMALE,35
subscribers_00995,MALE,34
subscribers_00996,FEMALE,59
subscribers_00997,MALE,30
subscribers_00998,MALE,73
subscribers_00999,FEMALE,84
subscribers_01000,MALE,57
subscribers_01001,FEMALE,81
subscribers_01002,FEMALE,34
subscribers_01003,FEMALE,69
subscribers_01004,MALE,46
subscribers_01005,FEMALE,37
subscribers_01006,MALE,78
subscribers_01007,MALE,19
subscribers_01008,FEMALE,17
subscribers_01009,FEMALE,32
subscribers_01010,MALE,63
subscribers_01011,FEMALE,47
subscribers_01012,FEMALE,31
subscribers_01013,FEMALE,39
subscribers_01014,MALE,31
subscribers_01015,FEMALE,79
subscribers_01016,FEMALE,65
subscribers_01017,FEMALE,56
subscribers_01018,FEMALE,69
subscribers_01019,FEMALE,78
subscribers_01020,MALE,66
subscribers_01021,FEMALE,65
subscribers_01022,MALE,64
subscribers_01023,FEMALE,15
subscribers_01024,MALE,65
subscribers_01025,FEMALE,62
subscribers_01026,FEMALE,84
subscribers_01027,FEMALE,35
subscribers_01028,MALE,36
subscribers_01029,MALE,16
subscribers_01030,MALE,18
subscribers_01031,FEMALE,15
subscribers_01032,MALE,17
subscribers_01033,FEMALE,29
subscribers_01034,MALE,60
subscribers_01035,FEMALE,59
subscribers_01036,MALE,44
subscribers_01037,FEMALE,69
subscribers_01038,MALE,35
subscribers_01039,FEMALE,44
subscribers_01040,MALE,42
subscribers_01041,FEMALE,38
subscribers_01042,FEMALE,44
subscribers_01043,MALE,48
subscribers_01044,MALE,36
subscribers_01045,MALE,42
subscribers_01046,FEMALE,31
subscribers_01047,FEMALE,21
subscribers_01048,FEMALE,79
subscribers_01049,FEMALE,38
subscribers_01050,FEMALE,58
subscribers_01051,MALE,30
subscribers_01052,MALE,83
subscribers_01053,FEMALE,84
subscribers_01054,MALE,66
subscribers_01055,MALE,23
subscribers_01056,MALE,57
subscribers_01057,MALE,30
subscribers_01058,FEMALE,43
subscribers_01059,MALE,54
subscribers_01060,MALE,33
subscribers_01061,FEMALE,18
subscribers_01062,MALE,45
subscribers_01063,FEMALE,24
subscribers_01064,FEMALE,47
subscribers_01065,FEMALE,58
subscribers_01066,FEMALE,75
subscribers_01067,FEMALE,23
subscribers_01068,MALE,77
subscribers_01069,FEMALE,34
subscribers_01070,FEMALE,41
subscribers_01071,FEMALE,35
subscribers_01072,MALE,38
subscribers_01073,FEMALE,20
subscribers_01074,MALE,74
subscribers_01075,FEMALE,53
subscribers_01076,MALE,75
subscribers_01077,FEMALE,55
subscribers_01078,MALE,80
subscribers_01079,FEMALE,36
subscribers_01080,MALE,39
subscribers_01081,FEMALE,44
subscribers_01082,MALE,23
subscribers_01083,MALE,62
subscribers_01084,FEMALE,15
subscribers_01085,MALE,70
subscribers_01086,FEMALE,65
subscribers_01087,FEMALE,18
subscribers_01088,MALE,60
subscribers_01089,MALE,74
subscribers_01090,FEMALE,37
subscribers_01091,MALE,45
subscribers_01092,MALE,43
subscribers_01093,FEMALE,66
subscribers_01094,MALE,48
subscribers_01095,FEMALE,76
subscribers_01096,MALE,19
subscribers_01097,FEMALE,83
subscribers_01098,FEMALE,49
subscribers_01099,MALE,79
subscribers_01100,FEMALE,43
subscribers_01101,MALE,22
subscribers_01102,FEMALE,63
subscribers_01103,MALE,45
subscribers_01104,FEMALE,33
subscribers_01105,MALE,58
subscribers_01106,FEMALE,42
subscribers_01107,MALE,33
subscribers_01108,MALE,42
subscribers_01109,MALE,68
subscribers_01110,MALE,35
subscribers_01111,FEMALE,37
subscribers_01112,MALE,42
subscribers_01113,MALE,39
subscribers_01114,FEMALE,23
subscribers_01115,FEMALE,84
subscribers_01116,FEMALE,40
subscribers_01117,FEMALE,34
subscribers_01118,FEMALE,57
subscribers_01119,MALE,78
subscribers_01120,FEMALE,17
subscribers_01121,MALE,81
subscribers_01122,FEMALE,73
subscribers_01123,FEMALE,44
subscribers_01124,MALE,75
subscribers_01125,MALE,65
subscribers_01126,FEMALE,75
subscribers_01127,MALE,60
subscribers_01128,FEMALE,45
subscribers_01129,MALE,53
subscribers_01130,MALE,61
subscribers_01131,MALE,36
subscribers_01132,FEMALE,42
subscribers_01133,MALE,44
subscribers_01134,FEMALE,76
subscribers_01135,MALE,66
subscribers_01136,MALE,83
subscribers_01137,MALE,28
subscribers_01138,MALE,82
subscribers_01139,FEMALE,65
subscribers_01140,FEMALE,65
subscribers_01141,MALE,58
subscribers_01142,MALE,54
subscribers_01143,FEMALE,68
subscribers_01144,FEMALE,29
subscribers_01145,FEMALE,25
subscribers_01146,MALE,71
subscribers_01147,MALE,20
subscribers_01148,FEMALE,56
subscribers_01149,FEMALE,51
subscribers_01150,FEMALE,62
subscribers_01151,MALE,66
subscribers_01152,MALE,19
subscribers_01153,MALE,36
subscribers_01154,MALE,30
subscribers_01155,FEMALE,15
subscribers_01156,FEMALE,58
subscribers_01157,FEMALE,61
subscribers_01158,MALE,18
subscribers_01159,MALE,78
subscribers_01160,FEMALE,53
subscribers_01161,FEMALE,40
subscribers_01162,FEMALE,74
subscribers_01163,FEMALE,24
subscribers_01164,FEMALE,72
subscribers_01165,FEMALE,83
subscribers_01166,FEMALE,31
subscribers_01167,MALE,23
subscribers_01168,FEMALE,57
subscribers_01169,FEMALE,40
subscribers_01170,FEMALE,56
subscribers_01171,FEMALE,80
subscribers_01172,FEMALE,74
subscribers_01173,FEMALE,55
subscribers_01174,MALE,51
subscribers_01175,MALE,31
subscribers_01176,FEMALE,45
subscribers_01177,MALE,17
subscribers_01178,MALE,47
subscribers_01179,MALE,35
subscribers_01180,MALE,73
subscribers_01181,FEMALE,81
subscribers_01182,FEMALE,57
subscribers_01183,FEMALE,19
subscribers_01184,FEMALE,16
subscribers_01185,MALE,79
subscribers_01186,FEMALE,22
subscribers_01187,FEMALE,77
subscribers_01188,FEMALE,37
subscribers_01189,MALE,35
subscribers_01190,MALE,38
subscribers_01191,FEMALE,44
subscribers_01192,FEMALE,48
subscribers_01193,FEMALE,69
subscribers_01194,MALE,16
subscribers_01195,FEMALE,73
subscribers_01196,FEMALE,64
subscribers_01197,FEMALE,34
subscribers_01198,FEMALE,66
subscribers_01199,MALE,27
subscribers_01200,FEMALE,30
subscribers_01201,FEMALE,32
subscribers_01202,FEMALE,60
subscribers_01203,MALE,83
subscribers_01204,MALE,16
subscribers_01205,FEMALE,53
subscribers_01206,FEMALE,79
subscribers_01207,MALE,39
subscribers_01208,MALE,69
subscribers_01209,MALE,67
subscribers_01210,FEMALE,40
subscribers_01211,MALE,30
subscribers_01212,MALE,48
subscribers_01213,FEMALE,72
subscribers_01214,FEMALE,15
subscribers_01215,MALE,64
subscribers_01216,MALE,30
subscribers_01217,FEMALE,43
subscribers_01218,MALE,68
subscribers_01219,FEMALE,39
subscribers_01220,FEMALE,74
subscribers_01221,FEMALE,41
subscribers_01222,FEMALE,22
subscribers_01223,MALE,27
subscribers_01224,MALE,29
subscribers_01225,FEMALE,71
subscribers_01226,MALE,55
subscribers_01227,MALE,58
subscribers_01228,FEMALE,30
subscribers_01229,FEMALE,42
subscribers_01230,MALE,28
subscribers_01231,FEMALE,49
subscribers_01232,MALE,74
subscribers_01233,MALE,39
subscribers_01234,MALE,66
subscribers_01235,FEMALE,35
subscribers_01236,FEMALE,73
subscribers_01237,FEMALE,40
subscribers_01238,MALE,20
subscribers_01239,FEMALE,36
subscribers_01240,MALE,15
subscribers_01241,MALE,42
subscribers_01242,FEMALE,82
subscribers_01243,MALE,41
subscribers_01244,FEMALE,34
subscribers_01245,MALE,33
subscribers_01246,FEMALE,18
subscribers_01247,FEMALE,33
subscribers_01248,FEMALE,26
subscribers_01249,FEMALE,61
subscribers_01250,FEMALE,35
subscribers_01251,FEMALE,39
subscribers_01252,MALE,70
subscribers_01253,MALE,73
subscribers_01254,MALE,61
subscribers_01255,MALE,57
subscribers_01256,FEMALE,35
subscribers_01257,FEMALE,25
subscribers_01258,MALE,50
subscribers_01259,MALE,46
subscribers_01260,FEMALE,35
subscribers_01261,MALE,39
subscribers_01262,FEMALE,55
subscribers_01263,FEMALE,16
subscribers_01264,FEMALE,32
subscribers_01265,FEMALE,29
subscribers_01266,MALE,28
subscribers_01267,MALE,26
subscribers_01268,MALE,70
subscribers_01269,MALE,62
subscribers_01270,MALE,50
subscribers_01271,FEMALE,60
subscribers_01272,FEMALE,30
subscribers_01273,MALE,45
subscribers_01274,MALE,68
subscribers_01275,MALE,24
subscribers_01276,MALE,18
subscribers_01277,MALE,24
subscribers_01278,FEMALE,81
subscribers_01279,FEMALE,73
subscribers_01280,MALE,54
subscribers_01281,MALE,18
subscribers_01282,FEMALE,56
subscribers_01283,FEMALE,62
subscribers_01284,FEMALE,44
subscribers_01285,MALE,84
subscribers_01286,MALE,27
subscribers_01287,FEMALE,74
subscribers_01288,FEMALE,27
subscribers_01289,FEMALE,22
subscribers_01290,MALE,59
subscribers_01291,FEMALE,75
subscribers_01292,MALE,38
subscribers_01293,FEMALE,51
subscribers_01294,MALE,52
subscribers_01295,FEMALE,67
subscribers_01296,FEMALE,64
subscribers_01297,FEMALE,71
subscribers_01298,FEMALE,31
subscribers_01299,FEMALE,39
subscribers_01300,MALE,21
subscribers_01301,MALE,33
subscribers_01302,MALE,35
subscribers_01303,FEMALE,76
subscribers_01304,FEMALE,63
subscribers_01305,FEMALE,32
subscribers_01306,FEMALE,44
subscribers_01307,MALE,67
subscribers_01308,FEMALE,24
subscribers_01309,FEMALE,53
subscribers_01310,FEMALE,16
subscribers_01311,MALE,58
subscribers_01312,FEMALE,28
subscribers_01313,FEMALE,40
subscribers_01314,MALE,35
subscribers_01315,FEMALE,46
subscribers_01316,MALE,46
subscribers_01317,MALE,51
subscribers_01318,FEMALE,73
subscribers_01319,MALE,19
subscribers_01320,FEMALE,48
subscribers_01321,MALE,42
subscribers_01322,MALE,47
subscribers_01323,MALE,50
subscribers_01324,MALE,49
subscribers_01325,MALE,44
subscribers_01326,MALE,51
subscribers_01327,MALE,34
subscribers_01328,MALE,55
subscribers_01329,FEMALE,65
subscribers_01330,FEMALE,48
subscribers_01331,MALE,45
subscribers_01332,FEMALE,23
subscribers_01333,MALE,22
subscribers_01334,MALE,31
subscribers_01335,FEMALE,44
subscribers_01336,MALE,62
subscribers_01337,MALE,19
subscribers_01338,MALE,21
subscribers_01339,MALE,69
subscribers_01340,FEMALE,29
subscribers_01341,MALE,28
subscribers_01342,FEMALE,40
subscribers_01343,MALE,58
subscribers_01344,MALE,65
subscribers_01345,FEMALE,29
subscribers_01346,FEMALE,63
subscribers_01347,FEMALE,28
subscribers_01348,MALE,49
subscribers_01349,MALE,38
subscribers_01350,FEMALE,21
subscribers_01351,FEMALE,37
subscribers_01352,MALE,38
subscribers_01353,FEMALE,20
subscribers_01354,MALE,68
subscribers_01355,FEMALE,45
subscribers_01356,MALE,41
subscribers_01357,MALE,33
subscribers_01358,MALE,34
subscribers_01359,FEMALE,31
subscribers_01360,FEMALE,60
subscribers_01361,MALE,39
subscribers_01362,MALE,16
subscribers_01363,MALE,22
subscribers_01364,FEMALE,38
subscribers_01365,MALE,47
subscribers_01366,FEMALE,53
subscribers_01367,FEMALE,19
subscribers_01368,FEMALE,21
subscribers_01369,FEMALE,55
subscribers_01370,MALE,36
subscribers_01371,FEMALE,29
subscribers_01372,FEMALE,46
subscribers_01373,FEMALE,81
subscribers_01374,MALE,52
subscribers_01375,MALE,46
subscribers_01376,FEMALE,50
subscribers_01377,FEMALE,75
subscribers_01378,FEMALE,68
subscribers_01379,MALE,31
subscribers_01380,MALE,81
subscribers_01381,MALE,25
subscribers_01382,MALE,80
subscribers_01383,MALE,63
subscribers_01384,FEMALE,81
subscribers_01385,MALE,81
subscribers_01386,MALE,30
subscribers_01387,MALE,34
subscribers_01388,MALE,17
subscribers_01389,FEMALE,42
subscribers_01390,FEMALE,72
subscribers_01391,MALE,48
subscribers_01392,MALE,74
subscribers_01393,MALE,51
subscribers_01394,MALE,85
subscribers_01395,MALE,28
subscribers_01396,FEMALE,17
subscribers_01397,FEMALE,78
subscribers_01398,MALE,33
subscribers_01399,MALE,38
subscribers_01400,FEMALE,84
subscribers_01401,FEMALE,53
subscribers_01402,FEMALE,54
subscribers_01403,FEMALE,18
subscribers_01404,FEMALE,74
subscribers_01405,MALE,48
subscribers_01406,FEMALE,69
subscribers_01407,FEMALE,69
subscribers_01408,MALE,27
subscribers_01409,FEMALE,59
subscribers_01410,MALE,34
subscribers_01411,MALE,36
subscribers_01412,MALE,15
subscribers_01413,MALE,31
subscribers_01414,MALE,26
subscribers_01415,FEMALE,51
subscribers_01416,MALE,82
subscribers_01417,MALE,29
subscribers_01418,MALE,42
subscribers_01419,MALE,85
subscribers_01420,FEMALE,61
subscribers_01421,FEMALE,41
subscribers_01422,MALE,74
subscribers_01423,MALE,20
subscribers_01424,MALE,61
subscribers_01425,MALE,23
subscribers_01426,MALE,72
subscribers_01427,FEMALE,65
subscribers_01428,MALE,21
subscribers_01429,FEMALE,82
subscribers_01430,FEMALE,62
subscribers_01431,MALE,63
subscribers_01432,MALE,77
subscribers_01433,FEMALE,34
subscribers_01434,MALE,29
subscribers_01435,FEMALE,35
subscribers_01436,MALE,53
subscribers_01437,FEMALE,31
subscribers_01438,MALE,53
subscribers_01439,MALE,47
subscribers_01440,MALE,19
subscribers_01441,MALE,85
subscribers_01442,MALE,80
subscribers_01443,FEMALE,18
subscribers_01444,FEMALE,22
subscribers_01445,MALE,41
subscribers_01446,FEMALE,58
subscribers_01447,FEMALE,29
subscribers_01448,MALE,84
subscribers_01449,FEMALE,29
subscribers_01450,MALE,51
subscribers_01451,MALE,34
subscribers_01452,MALE,81
subscribers_01453,FEMALE,51
subscribers_01454,FEMALE,75
subscribers_01455,MALE,32
subscribers_01456,FEMALE,21
subscribers_01457,MALE,67
subscribers_01458,FEMALE,82
subscribers_01459,FEMALE,74
subscribers_01460,MALE,53
subscribers_01461,MALE,66
subscribers_01462,FEMALE,77
subscribers_01463,FEMALE,46
subscribers_01464,FEMALE,45
subscribers_01465,FEMALE,40
subscribers_01466,MALE,62
subscribers_01467,FEMALE,17
subscribers_01468,FEMALE,66
subscribers_01469,MALE,29
subscribers_01470,MALE,30
subscribers_01471,FEMALE,17
subscribers_01472,MALE,24
subscribers_01473,FEMALE,22
subscribers_01474,FEMALE,34
subscribers_01475,FEMALE,67
subscribers_01476,MALE,23
subscribers_01477,FEMALE,15
subscribers_01478,FEMALE,45
subscribers_01479,MALE,24
subscribers_01480,MALE,64
subscribers_01481,MALE,74
subscribers_01482,MALE,41
subscribers_01483,MALE,69
subscribers_01484,FEMALE,44
subscribers_01485,FEMALE,69
subscribers_01486,MALE,23
subscribers_01487,FEMALE,62
subscribers_01488,MALE,24
subscribers_01489,MALE,20
subscribers_01490,MALE,23
subscribers_01491,FEMALE,69
subscribers_01492,FEMALE,68
subscribers_01493,MALE,28
subscribers_01494,FEMALE,42
subscribers_01495,MALE,36
subscribers_01496,MALE,26
subscribers_01497,MALE,29
subscribers_01498,MALE,25
subscribers_01499,MALE,55
subscribers_01500,FEMALE,38
subscribers_01501,MALE,72
subscribers_01502,MALE,36
subscribers_01503,FEMALE,60
subscribers_01504,MALE,21
subscribers_01505,MALE,26
subscribers_01506,FEMALE,36
subscribers_01507,MALE,84
subscribers_01508,MALE,35
subscribers_01509,MALE,75
subscribers_01510,FEMALE,25
subscribers_01511,MALE,45
subscribers_01512,FEMALE,19
subscribers_01513,MALE,69
subscribers_01514,FEMALE,59
subscribers_01515,MALE,76
subscribers_01516,MALE,30
subscribers_01517,FEMALE,60
subscribers_01518,MALE,63
subscribers_01519,MALE,50
subscribers_01520,MALE,45
subscribers_01521,FEMALE,20
subscribers_01522,FEMALE,53
subscribers_01523,MALE,42
subscribers_01524,FEMALE,19
subscribers_01525,MALE,75
subscribers_01526,MALE,72
subscribers_01527,MALE,45
subscribers_01528,FEMALE,25
subscribers_01529,FEMALE,51
subscribers_01530,MALE,48
subscribers_01531,FEMALE,76
subscribers_01532,MALE,38
subscribers_01533,FEMALE,38
subscribers_01534,FEMALE,26
subscribers_01535,MALE,83
subscribers_01536,MALE,27
subscribers_01537,FEMALE,26
subscribers_01538,MALE,19
subscribers_01539,MALE,82
subscribers_01540,FEMALE,72
subscribers_01541,MALE,45
subscribers_01542,FEMALE,74
subscribers_01543,MALE,62
subscribers_01544,MALE,42
subscribers_01545,FEMALE,77
subscribers_01546,FEMALE,82
subscribers_01547,MALE,52
subscribers_01548,MALE,78
subscribers_01549,FEMALE,74
subscribers_01550,MALE,77
subscribers_01551,MALE,34
subscribers_01552,MALE,83
subscribers_01553,MALE,68
subscribers_01554,FEMALE,68
subscribers_01555,MALE,83
subscribers_01556,MALE,47
subscribers_01557,MALE,60
subscribers_01558,MALE,19
subscribers_01559,MALE,75
subscribers_01560,MALE,62
subscribers_01561,FEMALE,17
subscribers_01562,MALE,15
subscribers_01563,FEMALE,80
subscribers_01564,FEMALE,75
subscribers_01565,MALE,22
subscribers_01566,MALE,70
subscribers_01567,FEMALE,66
subscribers_01568,MALE,57
subscribers_01569,FEMALE,69
subscribers_01570,FEMALE,34
subscribers_01571,MALE,41
subscribers_01572,MALE,52
subscribers_01573,MALE,40
subscribers_01574,MALE,48
subscribers_01575,MALE,31
subscribers_01576,FEMALE,50
subscribers_01577,MALE,60
subscribers_01578,MALE,79
subscribers_01579,FEMALE,34
subscribers_01580,FEMALE,57
subscribers_01581,MALE,57
subscribers_01582,MALE,56
subscribers_01583,MALE,71
subscribers_01584,FEMALE,27
subscribers_01585,MALE,65
subscribers_01586,MALE,57
subscribers_01587,MALE,37
subscribers_01588,FEMALE,63
subscribers_01589,MALE,71
subscribers_01590,FEMALE,18
subscribers_01591,MALE,24
subscribers_01592,MALE,59
subscribers_01593,FEMALE,16
subscribers_01594,MALE,64
subscribers_01595,MALE,63
subscribers_01596,MALE,21
subscribers_01597,MALE,47
subscribers_01598,MALE,55
subscribers_01599,FEMALE,58
subscribers_01600,MALE,40
subscribers_01601,FEMALE,72
subscribers_01602,MALE,19
subscribers_01603,MALE,78
subscribers_01604,MALE,15
subscribers_01605,MALE,79
subscribers_01606,FEMALE,63
subscribers_01607,FEMALE,34
subscribers_01608,MALE,65
subscribers_01609,MALE,80
subscribers_01610,MALE,61
subscribers_01611,FEMALE,75
subscribers_01612,MALE,16
subscribers_01613,MALE,22
subscribers_01614,MALE,52
subscribers_01615,FEMALE,22
subscribers_01616,FEMALE,80
subscribers_01617,FEMALE,84
subscribers_01618,FEMALE,71
subscribers_01619,FEMALE,20
subscribers_01620,FEMALE,77
subscribers_01621,FEMALE,37
subscribers_01622,FEMALE,55
subscribers_01623,MALE,84
subscribers_01624,FEMALE,19
subscribers_01625,FEMALE,52
subscribers_01626,FEMALE,79
subscribers_01627,MALE,19
subscribers_01628,FEMALE,81
subscribers_01629,FEMALE,61
subscribers_01630,FEMALE,76
subscribers_01631,FEMALE,55
subscribers_01632,FEMALE,15
subscribers_01633,MALE,39
subscribers_01634,MALE,40
subscribers_01635,FEMALE,41
subscribers_01636,FEMALE,45
subscribers_01637,MALE,34
subscribers_01638,MALE,68
subscribers_01639,FEMALE,26
subscribers_01640,FEMALE,67
subscribers_01641,MALE,64
subscribers_01642,FEMALE,51
subscribers_01643,FEMALE,71
subscribers_01644,FEMALE,48
subscribers_01645,MALE,44
subscribers_01646,MALE,28
subscribers_01647,MALE,19
subscribers_01648,MALE,29
subscribers_01649,MALE,65
subscribers_01650,MALE,17
subscribers_01651,MALE,51
subscribers_01652,FEMALE,63
subscribers_01653,FEMALE,36
subscribers_01654,MALE,84
subscribers_01655,FEMALE,70
subscribers_01656,MALE,59
subscribers_01657,FEMALE,77
subscribers_01658,MALE,45
subscribers_01659,MALE,32
subscribers_01660,FEMALE,45
subscribers_01661,MALE,52
subscribers_01662,FEMALE,38
subscribers_01663,FEMALE,36
subscribers_01664,MALE,67
subscribers_01665,MALE,39
subscribers_01666,MALE,70
subscribers_01667,FEMALE,55
subscribers_01668,MALE,35
subscribers_01669,MALE,70
subscribers_01670,MALE,39
subscribers_01671,MALE,65
subscribers_01672,FEMALE,20
subscribers_01673,FEMALE,54
subscribers_01674,FEMALE,85
subscribers_01675,FEMALE,18
subscribers_01676,FEMALE,20
subscribers_01677,MALE,55
subscribers_01678,MALE,52
subscribers_01679,MALE,75
subscribers_01680,FEMALE,17
subscribers_01681,MALE,16
subscribers_01682,MALE,76
subscribers_01683,FEMALE,71
subscribers_01684,FEMALE,49
subscribers_01685,FEMALE,77
subscribers_01686,MALE,77
subscribers_01687,MALE,26
subscribers_01688,MALE,81
subscribers_01689,MALE,54
subscribers_01690,MALE,47
subscribers_01691,MALE,59
subscribers_01692,FEMALE,77
subscribers_01693,MALE,64
subscribers_01694,FEMALE,24
subscribers_01695,FEMALE,38
subscribers_01696,MALE,82
subscribers_01697,MALE,17
subscribers_01698,MALE,30
subscribers_01699,MALE,68
subscribers_01700,MALE,49
subscribers_01701,FEMALE,82
subscribers_01702,MALE,52
subscribers_01703,FEMALE,29
subscribers_01704,FEMALE,34
subscribers_01705,MALE,73
subscribers_01706,FEMALE,20
subscribers_01707,FEMALE,36
subscribers_01708,FEMALE,35
subscribers_01709,FEMALE,83
subscribers_01710,FEMALE,84
subscribers_01711,MALE,43
subscribers_01712,FEMALE,21
subscribers_01713,FEMALE,55
subscribers_01714,FEMALE,39
subscribers_01715,MALE,40
subscribers_01716,MALE,63
subscribers_01717,MALE,29
subscribers_01718,FEMALE,49
subscribers_01719,FEMALE,71
subscribers_01720,FEMALE,33
subscribers_01721,FEMALE,85
subscribers_01722,MALE,43
subscribers_01723,MALE,85
subscribers_01724,MALE,43
subscribers_01725,FEMALE,33
subscribers_01726,MALE,35
subscribers_01727,FEMALE,35
subscribers_01728,MALE,49
subscribers_01729,FEMALE,17
subscribers_01730,MALE,55
subscribers_01731,FEMALE,50
subscribers_01732,FEMALE,32
subscribers_01733,MALE,56
subscribers_01734,MALE,60
subscribers_01735,MALE,15
subscribers_01736,MALE,52
subscribers_01737,MALE,38
subscribers_01738,MALE,21
subscribers_01739,MALE,71
subscribers_01740,FEMALE,27
subscribers_01741,FEMALE,30
subscribers_01742,FEMALE,48
subscribers_01743,MALE,41
subscribers_01744,FEMALE,67
subscribers_01745,MALE,58
subscribers_01746,MALE,35
subscribers_01747,MALE,40
subscribers_01748,MALE,54
subscribers_01749,FEMALE,70
subscribers_01750,FEMALE,23
subscribers_01751,MALE,30
subscribers_01752,FEMALE,72
subscribers_01753,MALE,29
subscribers_01754,FEMALE,61
subscribers_01755,MALE,17
subscribers_01756,FEMALE,44
subscribers_01757,MALE,72
subscribers_01758,FEMALE,16
subscribers_01759,FEMALE,60
subscribers_01760,FEMALE,29
subscribers_01761,FEMALE,76
subscribers_01762,MALE,36
subscribers_01763,MALE,51
subscribers_01764,MALE,83
subscribers_01765,FEMALE,19
subscribers_01766,FEMALE,63
subscribers_01767,FEMALE,75
subscribers_01768,MALE,46
subscribers_01769,FEMALE,39
subscribers_01770,MALE,78
subscribers_01771,MALE,50
subscribers_01772,FEMALE,68
subscribers_01773,MALE,52
subscribers_01774,FEMALE,79
subscribers_01775,FEMALE,68
subscribers_01776,FEMALE,24
subscribers_01777,FEMALE,27
subscribers_01778,MALE,75
subscribers_01779,MALE,51
subscribers_01780,MALE,44
subscribers_01781,MALE,39
subscribers_01782,MALE,61
subscribers_01783,FEMALE,80
subscribers_01784,MALE,48
subscribers_01785,FEMALE,51
subscribers_01786,MALE,35
subscribers_01787,FEMALE,21
subscribers_01788,MALE,74
subscribers_01789,FEMALE,65
subscribers_01790,FEMALE,46
subscribers_01791,MALE,68
subscribers_01792,MALE,19
subscribers_01793,FEMALE,84
subscribers_01794,FEMALE,38
subscribers_01795,FEMALE,22
subscribers_01796,FEMALE,31
subscribers_01797,FEMALE,70
subscribers_01798,MALE,42
subscribers_01799,FEMALE,70
subscribers_01800,MALE,58
subscribers_01801,FEMALE,82
subscribers_01802,MALE,19
subscribers_01803,FEMALE,68
subscribers_01804,MALE,22
subscribers_01805,MALE,54
subscribers_01806,FEMALE,57
subscribers_01807,MALE,32
subscribers_01808,MALE,28
subscribers_01809,FEMALE,42
subscribers_01810,MALE,80
subscribers_01811,MALE,45
subscribers_01812,FEMALE,81
subscribers_01813,FEMALE,68
subscribers_01814,MALE,32
subscribers_01815,MALE,66
subscribers_01816,MALE,63
subscribers_01817,MALE,33
subscribers_01818,MALE,37
subscribers_01819,FEMALE,25
subscribers_01820,FEMALE,32
subscribers_01821,FEMALE,16
subscribers_01822,MALE,60
subscribers_01823,FEMALE,77
subscribers_01824,FEMALE,67
subscribers_01825,FEMALE,62
subscribers_01826,FEMALE,50
subscribers_01827,MALE,39
subscribers_01828,FEMALE,70
subscribers_01829,MALE,45
subscribers_01830,FEMALE,19
subscribers_01831,MALE,25
subscribers_01832,MALE,42
subscribers_01833,MALE,29
subscribers_01834,MALE,36
subscribers_01835,MALE,69
subscribers_01836,MALE,47
subscribers_01837,FEMALE,73
subscribers_01838,MALE,33
subscribers_01839,FEMALE,51
subscribers_01840,FEMALE,72
subscribers_01841,MALE,58
subscribers_01842,FEMALE,37
subscribers_01843,MALE,66
subscribers_01844,FEMALE,80
subscribers_01845,FEMALE,29
subscribers_01846,FEMALE,19
subscribers_01847,FEMALE,40
subscribers_01848,MALE,34
subscribers_01849,MALE,33
subscribers_01850,MALE,36
subscribers_01851,MALE,44
subscribers_01852,MALE,56
subscribers_01853,MALE,38
subscribers_01854,FEMALE,51
subscribers_01855,MALE,44
subscribers_01856,FEMALE,32
subscribers_01857,FEMALE,16
subscribers_01858,MALE,43
subscribers_01859,MALE,38
subscribers_01860,FEMALE,43
subscribers_01861,FEMALE,29
subscribers_01862,MALE,16
subscribers_01863,MALE,41
