msisdn,age,gender
subscribers_01716,57,female
subscribers_01717,58,female
subscribers_01718,44,female
subscribers_01719,30,male
subscribers_01720,62,male
subscribers_01721,16,male
subscribers_01722,60,male
subscribers_01723,39,male
subscribers_01724,42,female
subscribers_01725,28,female
subscribers_01726,17,female
subscribers_01727,52,male
subscribers_01728,33,male
subscribers_01729,49,male
subscribers_01730,50,male
subscribers_01731,37,female
subscribers_01732,25,male
subscribers_01733,60,male
subscribers_01734,62,male
subscribers_01735,55,female
subscribers_01736,16,female
subscribers_01737,37,male
subscribers_01738,25,male
subscribers_01739,22,female
subscribers_01740,54,female
subscribers_01741,59,female
subscribers_01742,49,male
subscribers_01743,50,male
subscribers_01744,46,female
subscribers_01745,47,male
subscribers_01746,20,male
subscribers_01747,61,female
subscribers_01748,72,male
subscribers_01749,50,female
subscribers_01750,49,male
subscribers_01751,28,female
subscribers_01752,64,male
subscribers_01753,37,male
subscribers_01754,42,female
subscribers_01755,17,male
subscribers_01756,42,female
subscribers_01757,50,female
subscribers_01758,40,male
subscribers_01759,17,male
subscribers_01760,34,male
subscribers_01761,57,female
subscribers_01762,68,male
subscribers_01763,67,female
subscribers_01764,24,female
subscribers_01765,37,female
subscribers_01766,62,male
subscribers_01767,25,male
subscribers_01768,59,female
subscribers_01769,27,male
subscribers_01770,35,male
subscribers_01771,27,male
subscribers_01772,28,female
subscribers_01773,37,male
subscribers_01774,45,male
subscribers_01775,37,male
subscribers_01776,22,female
subscribers_01777,21,male
subscribers_01778,52,male
subscribers_01779,49,female
subscribers_01780,36,male
subscribers_01781,42,male
subscribers_01782,31,female
subscribers_01783,36,male
subscribers_01784,48,male
subscribers_01785,55,male
subscribers_01786,60,male
subscribers_01787,65,female
subscribers_01788,48,male
subscribers_01789,37,female
subscribers_01790,65,male
subscribers_01791,68,male
subscribers_01792,58,female
subscribers_01793,29,male
subscribers_01794,21,female
subscribers_01795,37,female
subscribers_01796,33,male
subscribers_01797,28,male
subscribers_01798,72,female
subscribers_01799,47,female
subscribers_01800,58,male
subscribers_01801,63,female
subscribers_01802,67,male
subscribers_01803,72,female
subscribers_01804,41,female
subscribers_01805,40,male
subscribers_01806,60,male
subscribers_01807,45,male
subscribers_01808,61,male
subscribers_01809,23,female
subscribers_01810,51,male
subscribers_01811,46,female
subscribers_01812,31,male
subscribers_01813,37,male
subscribers_01814,28,male
subscribers_01815,29,female
subscribers_01816,34,male
subscribers_01817,39,female
subscribers_01818,60,male
subscribers_01819,16,male
subscribers_01820,27,female
subscribers_01821,61,male
subscribers_01822,25,male
subscribers_01823,55,female
subscribers_01824,58,female
subscribers_01825,51,female
subscribers_01826,44,male
subscribers_01827,23,male
subscribers_01828,64,male
subscribers_01829,21,female
subscribers_01830,24,female
subscribers_01831,63,female
subscribers_01832,15,male
subscribers_01833,17,male
subscribers_01834,19,female
subscribers_01835,64,male
subscribers_01836,66,female
subscribers_01837,31,female
subscribers_01838,31,female
subscribers_01839,33,male
subscribers_01840,23,male
subscribers_01841,31,female
subscribers_01842,18,male
subscribers_01843,59,male
subscribers_01844,47,male
subscribers_01845,24,male
subscribers_01846,55,female
subscribers_01847,67,male
subscribers_01848,49,female
subscribers_01849,62,male
subscribers_01850,62,female
subscribers_01851,53,female
subscribers_01852,64,female
subscribers_01853,57,female
subscribers_01854,21,male
subscribers_01855,58,male
subscribers_01856,19,female
subscribers_01857,39,female
subscribers_01858,50,male
subscribers_01859,46,male
subscribers_01860,59,male
subscribers_01861,24,male
subscribers_01862,31,male
subscribers_01863,48,male
subscribers_01864,19,male
subscribers_01865,28,female
subscribers_01866,78,female
subscribers_01867,54,male
subscribers_01868,71,female
subscribers_01869,78,male
subscribers_01870,22,male
subscribers_01871,51,female
subscribers_01872,20,male
subscribers_01873,43,female
subscribers_01874,50,female
subscribers_01875,16,male
subscribers_01876,24,male
subscribers_01877,50,female
subscribers_01878,31,female
subscribers_01879,15,female
subscribers_01880,60,male
subscribers_01881,52,female
subscribers_01882,37,female
subscribers_01883,56,female
subscribers_01884,33,female
subscribers_01885,64,male
subscribers_01886,62,female
subscribers_01887,53,male
subscribers_01888,23,female
subscribers_01889,49,female
subscribers_01890,19,male
subscribers_01891,39,female
subscribers_01892,54,female
subscribers_01893,69,male
subscribers_01894,49,female
subscribers_01895,57,male
subscribers_01896,20,male
subscribers_01897,80,female
subscribers_01898,73,male
subscribers_01899,31,male
subscribers_01900,60,male
subscribers_01901,55,male
subscribers_01902,18,male
subscribers_01903,52,female
subscribers_01904,65,male
subscribers_01905,35,male
subscribers_01906,65,female
subscribers_01907,17,female
subscribers_01908,80,female
subscribers_01909,24,female
subscribers_01910,46,male
subscribers_01911,77,male
subscribers_01912,60,male
subscribers_01913,55,female
subscribers_01914,79,female
subscribers_01915,42,male
subscribers_01916,54,male
subscribers_01917,42,male
subscribers_01918,64,male
subscribers_01919,39,male
subscribers_01920,54,female
subscribers_01921,15,male
subscribers_01922,32,female
subscribers_01923,27,female
subscribers_01924,19,female
subscribers_01925,46,male
subscribers_01926,25,female
subscribers_01927,55,male
subscribers_01928,20,male
subscribers_01929,23,male
subscribers_01930,26,female
subscribers_01931,43,male
subscribers_01932,44,male
subscribers_01933,42,male
subscribers_01934,59,male
subscribers_01935,43,male
subscribers_01936,16,male
subscribers_01937,39,male
subscribers_01938,64,male
subscribers_01939,65,female
subscribers_01940,23,male
subscribers_01941,46,female
subscribers_01942,25,female
subscribers_01943,22,female
subscribers_01944,35,male
subscribers_01945,18,male
subscribers_01946,29,male
subscribers_01947,37,female
subscribers_01948,37,female
subscribers_01949,25,female
subscribers_01950,40,male
subscribers_01951,60,female
subscribers_01952,60,female
subscribers_01953,17,male
subscribers_01954,20,female
subscribers_01955,75,female
subscribers_01956,34,male
subscribers_01957,62,female
subscribers_01958,16,female
subscribers_01959,21,male
subscribers_01960,64,male
subscribers_01961,29,male
subscribers_01962,39,female
subscribers_01963,15,male
subscribers_01964,49,female
subscribers_01965,21,female
subscribers_01966,64,female
subscribers_01967,50,male
subscribers_01968,70,male
subscribers_01969,18,male
subscribers_01970,21,female
subscribers_01971,17,female
subscribers_01972,18,female
subscribers_01973,25,male
subscribers_01974,43,female
subscribers_01975,26,male
subscribers_01976,73,male
subscribers_01977,32,male
subscribers_01978,54,male
subscribers_01979,52,male
subscribers_01980,78,female
subscribers_01981,21,male
subscribers_01982,47,female
subscribers_01983,47,male
subscribers_01984,38,female
subscribers_01985,45,female
subscribers_01986,33,female
subscribers_01987,21,male
subscribers_01988,60,female
subscribers_01989,59,female
subscribers_01990,56,male
subscribers_01991,68,male
subscribers_01992,38,male
subscribers_01993,18,female
subscribers_01994,51,male
subscribers_01995,40,female
subscribers_01996,16,female
subscribers_01997,59,female
subscribers_01998,46,male
subscribers_01999,17,male
subscribers_02000,33,male
subscribers_02001,36,female
subscribers_02002,27,male
subscribers_02003,57,female
subscribers_02004,30,female
subscribers_02005,17,female
subscribers_02006,25,female
subscribers_02007,65,female
subscribers_02008,65,male
subscribers_02009,44,female
subscribers_02010,45,male
subscribers_02011,76,female
subscribers_02012,15,male
subscribers_02013,15,male
subscribers_02014,34,female
subscribers_02015,34,female
subscribers_02016,27,male
subscribers_02017,62,male
subscribers_02018,61,male
subscribers_02019,31,male
subscribers_02020,19,male
subscribers_02021,19,male
subscribers_02022,17,male
subscribers_02023,54,male
subscribers_02024,47,female
subscribers_02025,32,female
subscribers_02026,61,female
subscribers_02027,32,female
subscribers_02028,27,female
subscribers_02029,65,male
subscribers_02030,62,female
subscribers_02031,65,female
subscribers_02032,70,male
subscribers_02033,39,female
subscribers_02034,21,female
subscribers_02035,46,male
subscribers_02036,59,male
subscribers_02037,57,male
subscribers_02038,32,male
subscribers_02039,26,female
subscribers_02040,49,male
subscribers_02041,55,female
subscribers_02042,22,female
subscribers_02043,40,female
subscribers_02044,46,male
subscribers_02045,65,male
subscribers_02046,53,female
subscribers_02047,56,female
subscribers_02048,32,female
subscribers_02049,40,female
subscribers_02050,33,female
subscribers_02051,28,female
subscribers_02052,72,female
subscribers_02053,19,male
subscribers_02054,26,male
subscribers_02055,46,male
subscribers_02056,20,female
subscribers_02057,32,female
subscribers_02058,68,male
subscribers_02059,45,female
subscribers_02060,52,male
subscribers_02061,36,female
subscribers_02062,64,male
subscribers_02063,48,female
subscribers_02064,24,female
subscribers_02065,56,female
subscribers_02066,40,male
subscribers_02067,31,male
subscribers_02068,36,female
subscribers_02069,18,male
subscribers_02070,65,male
subscribers_02071,30,female
subscribers_02072,46,male
subscribers_02073,41,male
subscribers_02074,56,male
subscribers_02075,30,male
subscribers_02076,42,male
subscribers_02077,15,male
subscribers_02078,55,female
subscribers_02079,58,female
subscribers_02080,43,male
subscribers_02081,70,male
subscribers_02082,63,female
subscribers_02083,37,male
subscribers_02084,46,female
subscribers_02085,20,female
subscribers_02086,49,female
subscribers_02087,25,female
subscribers_02088,58,female
subscribers_02089,20,female
subscribers_02090,29,male
subscribers_02091,50,male
subscribers_02092,56,male
subscribers_02093,33,male
subscribers_02094,34,male
subscribers_02095,43,male
subscribers_02096,47,male
subscribers_02097,52,female
subscribers_02098,27,male
subscribers_02099,54,female
subscribers_02100,80,male
subscribers_02101,62,female
subscribers_02102,49,male
subscribers_02103,24,male
subscribers_02104,45,male
subscribers_02105,57,female
subscribers_02106,59,male
subscribers_02107,43,female
subscribers_02108,33,female
subscribers_02109,20,male
subscribers_02110,43,female
subscribers_02111,46,male
subscribers_02112,19,male
subscribers_02113,45,male
subscribers_02114,27,male
subscribers_02115,39,female
subscribers_02116,29,male
subscribers_02117,48,female
subscribers_02118,63,female
subscribers_02119,18,female
subscribers_02120,32,male
subscribers_02121,21,female
subscribers_02122,48,female
subscribers_02123,15,male
subscribers_02124,44,male
subscribers_02125,59,female
subscribers_02126,27,male
subscribers_02127,48,female
subscribers_02128,35,female
subscribers_02129,65,male
subscribers_02130,69,male
subscribers_02131,21,male
subscribers_02132,45,male
subscribers_02133,25,male
subscribers_02134,39,male
subscribers_02135,41,female
subscribers_02136,45,female
subscribers_02137,20,male
subscribers_02138,30,female
subscribers_02139,65,female
subscribers_02140,16,female
subscribers_02141,32,female
subscribers_02142,45,female
subscribers_02143,38,male
subscribers_02144,34,male
subscribers_02145,17,female
subscribers_02146,23,male
subscribers_02147,44,female
subscribers_02148,59,male
subscribers_02149,20,female
subscribers_02150,32,male
subscribers_02151,44,male
subscribers_02152,26,male
subscribers_02153,42,male
subscribers_02154,57,male
subscribers_02155,48,male
subscribers_02156,69,female
subscribers_02157,50,male
subscribers_02158,62,male
subscribers_02159,71,male
subscribers_02160,54,male
subscribers_02161,26,female
subscribers_02162,15,male
subscribers_02163,62,female
subscribers_02164,69,male
subscribers_02165,54,male
subscribers_02166,29,male
subscribers_02167,17,male
subscribers_02168,59,male
subscribers_02169,60,female
subscribers_02170,58,male
subscribers_02171,22,female
subscribers_02172,31,female
subscribers_02173,39,male
subscribers_02174,19,female
subscribers_02175,39,female
subscribers_02176,32,male
subscribers_02177,24,female
subscribers_02178,22,male
subscribers_02179,79,female
subscribers_02180,43,female
subscribers_02181,34,male
subscribers_02182,42,male
subscribers_02183,21,male
subscribers_02184,15,male
subscribers_02185,77,female
subscribers_02186,32,male
subscribers_02187,29,female
subscribers_02188,46,female
subscribers_02189,35,female
subscribers_02190,28,female
subscribers_02191,31,male
subscribers_02192,39,male
subscribers_02193,50,male
subscribers_02194,18,male
subscribers_02195,21,male
subscribers_02196,34,male
subscribers_02197,42,female
subscribers_02198,27,female
subscribers_02199,92,male
subscribers_02200,29,male
subscribers_02201,61,male
subscribers_02202,29,female
subscribers_02203,27,male
subscribers_02204,63,female
subscribers_02205,64,male
subscribers_02206,15,female
subscribers_02207,58,female
subscribers_02208,27,male
subscribers_02209,59,male
subscribers_02210,48,male
subscribers_02211,33,female
subscribers_02212,39,female
subscribers_02213,44,female
subscribers_02214,45,male
subscribers_02215,80,male
subscribers_02216,43,male
subscribers_02217,29,female
subscribers_02218,22,female
subscribers_02219,19,male
subscribers_02220,56,female
subscribers_02221,82,male
subscribers_02222,58,female
subscribers_02223,16,male
subscribers_02224,62,female
subscribers_02225,78,female
subscribers_02226,16,female
subscribers_02227,65,male
subscribers_02228,36,female
subscribers_02229,37,female
subscribers_02230,42,female
subscribers_02231,25,female
subscribers_02232,36,female
subscribers_02233,20,female
subscribers_02234,48,male
subscribers_02235,21,male
subscribers_02236,29,female
subscribers_02237,50,female
subscribers_02238,18,male
subscribers_02239,35,male
subscribers_02240,71,male
subscribers_02241,54,female
subscribers_02242,45,female
subscribers_02243,29,male
subscribers_02244,19,male
subscribers_02245,58,female
subscribers_02246,42,male
subscribers_02247,53,male
subscribers_02248,15,male
subscribers_02249,18,male
subscribers_02250,23,male
subscribers_02251,53,male
subscribers_02252,45,female
subscribers_02253,40,female
subscribers_02254,16,male
subscribers_02255,27,female
subscribers_02256,90,male
subscribers_02257,24,female
subscribers_02258,48,female
subscribers_02259,48,male
subscribers_02260,60,female
subscribers_02261,55,female
subscribers_02262,41,male
subscribers_02263,39,male
subscribers_02264,35,female
subscribers_02265,55,male
subscribers_02266,26,female
subscribers_02267,44,female
subscribers_02268,67,female
subscribers_02269,17,female
subscribers_02270,63,male
subscribers_02271,35,female
subscribers_02272,26,male
subscribers_02273,40,female
subscribers_02274,23,female
subscribers_02275,37,female
subscribers_02276,61,female
subscribers_02277,30,male
subscribers_02278,33,female
subscribers_02279,48,male
subscribers_02280,25,male
subscribers_02281,34,male
subscribers_02282,49,male
subscribers_02283,54,male
subscribers_02284,84,male
subscribers_02285,83,female
subscribers_02286,18,female
subscribers_02287,51,female
subscribers_02288,30,male
subscribers_02289,38,male
subscribers_02290,19,female
subscribers_02291,53,female
subscribers_02292,27,male
subscribers_02293,50,female
subscribers_02294,95,female
subscribers_02295,86,male
subscribers_02296,55,female
subscribers_02297,41,male
subscribers_02298,32,female
subscribers_02299,18,male
subscribers_02300,58,female
subscribers_02301,19,male
subscribers_02302,70,male
subscribers_02303,46,male
subscribers_02304,62,female
subscribers_02305,52,male
subscribers_02306,55,female
subscribers_02307,21,female
subscribers_02308,33,male
subscribers_02309,54,male
subscribers_02310,64,male
subscribers_02311,68,male
subscribers_02312,18,female
subscribers_02313,20,female
subscribers_02314,64,male
subscribers_02315,44,female
subscribers_02316,19,male
subscribers_02317,28,male
subscribers_02318,76,male
subscribers_02319,28,male
subscribers_02320,46,male
subscribers_02321,15,male
subscribers_02322,45,female
subscribers_02323,29,male
subscribers_02324,39,male
subscribers_02325,46,male
subscribers_02326,65,male
subscribers_02327,23,male
subscribers_02328,34,male
subscribers_02329,47,female
subscribers_02330,40,male
subscribers_02331,32,female
subscribers_02332,61,female
subscribers_02333,71,female
subscribers_02334,31,male
subscribers_02335,20,male
subscribers_02336,35,female
subscribers_02337,18,male
subscribers_02338,31,female
subscribers_02339,15,male
subscribers_02340,19,male
subscribers_02341,34,male
subscribers_02342,21,male
subscribers_02343,27,female
subscribers_02344,23,female
subscribers_02345,41,male
subscribers_02346,48,male
subscribers_02347,78,female
subscribers_02348,55,female
subscribers_02349,40,male
subscribers_02350,57,female
subscribers_02351,43,male
subscribers_02352,20,male
subscribers_02353,47,female
subscribers_02354,41,female
subscribers_02355,34,male
subscribers_02356,37,male
subscribers_02357,46,male
subscribers_02358,35,male
subscribers_02359,44,male
subscribers_02360,21,female
subscribers_02361,39,male
subscribers_02362,25,male
subscribers_02363,46,female
subscribers_02364,20,male
subscribers_02365,27,male
subscribers_02366,74,male
subscribers_02367,35,male
subscribers_02368,26,female
subscribers_02369,77,female
subscribers_02370,64,male
subscribers_02371,70,male
subscribers_02372,55,male
subscribers_02373,28,female
subscribers_02374,30,female
subscribers_02375,61,male
subscribers_02376,48,female
subscribers_02377,36,female
subscribers_02378,74,female
subscribers_02379,33,female
subscribers_02380,20,female
subscribers_02381,45,male
subscribers_02382,25,male
subscribers_02383,53,male
subscribers_02384,25,male
subscribers_02385,22,female
subscribers_02386,54,male
subscribers_02387,43,male
subscribers_02388,44,male
subscribers_02389,44,male
subscribers_02390,27,male
subscribers_02391,46,male
subscribers_02392,53,female
subscribers_02393,67,female
subscribers_02394,20,female
subscribers_02395,61,female
subscribers_02396,23,female
subscribers_02397,31,female
subscribers_02398,65,male
subscribers_02399,87,female
subscribers_02400,49,male
subscribers_02401,31,male
subscribers_02402,33,female
subscribers_02403,38,female
subscribers_02404,30,female
subscribers_02405,46,male
subscribers_02406,59,male
subscribers_02407,58,female
subscribers_02408,37,male
subscribers_02409,30,female
subscribers_02410,23,female
subscribers_02411,52,female
subscribers_02412,69,female
subscribers_02413,37,female
subscribers_02414,24,male
subscribers_02415,61,male
subscribers_02416,57,female
subscribers_02417,57,female
subscribers_02418,21,male
subscribers_02419,25,female
subscribers_02420,60,female
subscribers_02421,55,female
subscribers_02422,57,male
subscribers_02423,38,female
subscribers_02424,24,female
subscribers_02425,31,male
subscribers_02426,27,female
subscribers_02427,49,female
subscribers_02428,68,female
subscribers_02429,61,female
subscribers_02430,56,male
subscribers_02431,57,male
subscribers_02432,64,male
subscribers_02433,30,male
subscribers_02434,70,female
subscribers_02435,75,female
subscribers_02436,23,male
subscribers_02437,29,female
subscribers_02438,55,female
subscribers_02439,58,male
subscribers_02440,48,female
subscribers_02441,48,female
subscribers_02442,42,female
subscribers_02443,66,male
subscribers_02444,30,male
subscribers_02445,39,female
subscribers_02446,15,male
subscribers_02447,16,female
subscribers_02448,28,female
subscribers_02449,40,female
subscribers_02450,16,female
subscribers_02451,78,male
subscribers_02452,43,male
subscribers_02453,48,male
subscribers_02454,40,male
subscribers_02455,51,female
subscribers_02456,29,male
subscribers_02457,20,male
subscribers_02458,19,male
subscribers_02459,61,male
subscribers_02460,24,female
subscribers_02461,41,male
subscribers_02462,19,male
subscribers_02463,77,male
subscribers_02464,27,male
subscribers_02465,28,male
subscribers_02466,23,female
subscribers_02467,34,female
subscribers_02468,63,male
subscribers_02469,27,male
subscribers_02470,23,female
subscribers_02471,52,male
subscribers_02472,54,female
subscribers_02473,62,female
subscribers_02474,27,male
subscribers_02475,45,male
subscribers_02476,28,female
subscribers_02477,49,male
subscribers_02478,20,female
subscribers_02479,55,female
subscribers_02480,53,female
subscribers_02481,55,male
subscribers_02482,19,male
subscribers_02483,47,male
subscribers_02484,45,female
subscribers_02485,44,male
subscribers_02486,35,male
subscribers_02487,62,female
subscribers_02488,55,male
subscribers_02489,28,male
subscribers_02490,27,male
subscribers_02491,39,female
subscribers_02492,44,male
subscribers_02493,30,female
subscribers_02494,24,male
subscribers_02495,47,female
subscribers_02496,41,male
subscribers_02497,64,male
subscribers_02498,17,female
subscribers_02499,44,male
subscribers_02500,18,male
subscribers_02501,52,female
subscribers_02502,29,male
subscribers_02503,62,male
subscribers_02504,45,male
subscribers_02505,17,male
subscribers_02506,63,female
subscribers_02507,51,female
subscribers_02508,27,male
subscribers_02509,24,female
subscribers_02510,48,male
subscribers_02511,57,male
subscribers_02512,31,male
subscribers_02513,16,male
subscribers_02514,41,male
subscribers_02515,87,male
subscribers_02516,22,male
subscribers_02517,48,female
subscribers_02518,57,male
subscribers_02519,44,female
subscribers_02520,61,female
subscribers_02521,15,male
subscribers_02522,74,male
subscribers_02523,26,male
subscribers_02524,38,female
subscribers_02525,22,female
subscribers_02526,42,male
subscribers_02527,52,female
subscribers_02528,58,male
subscribers_02529,41,female
subscribers_02530,65,male
subscribers_02531,36,male
subscribers_02532,15,male
subscribers_02533,82,male
subscribers_02534,41,male
subscribers_02535,19,male
subscribers_02536,44,male
subscribers_02537,37,female
subscribers_02538,79,female
subscribers_02539,43,male
subscribers_02540,22,male
subscribers_02541,70,male
subscribers_02542,35,female
subscribers_02543,54,female
subscribers_02544,32,male
subscribers_02545,42,female
subscribers_02546,49,male
subscribers_02547,49,male
subscribers_02548,15,female
subscribers_02549,61,female
subscribers_02550,59,male
subscribers_02551,65,male
subscribers_02552,56,female
subscribers_02553,40,male
subscribers_02554,40,female
subscribers_02555,38,female
subscribers_02556,20,male
subscribers_02557,30,male
subscribers_02558,60,male
subscribers_02559,60,male
subscribers_02560,74,female
subscribers_02561,34,female
subscribers_02562,37,female
subscribers_02563,44,female
subscribers_02564,47,female
subscribers_02565,28,male
subscribers_02566,58,female
subscribers_02567,54,female
subscribers_02568,58,male
subscribers_02569,63,female
subscribers_02570,65,female
subscribers_02571,18,male
subscribers_02572,51,female
subscribers_02573,34,male
subscribers_02574,60,male
subscribers_02575,48,female
subscribers_02576,38,female
subscribers_02577,61,female
subscribers_02578,84,male
subscribers_02579,56,female
subscribers_02580,72,female
subscribers_02581,43,female
subscribers_02582,55,male
subscribers_02583,15,female
subscribers_02584,71,male
subscribers_02585,35,female
subscribers_02586,45,female
subscribers_02587,35,female
subscribers_02588,33,female
subscribers_02589,23,female
subscribers_02590,19,male
subscribers_02591,63,female
subscribers_02592,30,female
subscribers_02593,24,female
subscribers_02594,37,male
subscribers_02595,29,male
subscribers_02596,21,male
subscribers_02597,51,male
subscribers_02598,61,male
subscribers_02599,60,male
subscribers_02600,63,female
subscribers_02601,30,female
subscribers_02602,23,female
subscribers_02603,42,female
subscribers_02604,38,male
subscribers_02605,28,female
subscribers_02606,59,female
subscribers_02607,26,female
subscribers_02608,26,female
subscribers_02609,65,female
subscribers_02610,40,male
subscribers_02611,27,female
subscribers_02612,61,female
subscribers_02613,51,female
subscribers_02614,52,female
subscribers_02615,67,male
subscribers_02616,65,female
subscribers_02617,61,female
subscribers_02618,72,male
subscribers_02619,60,male
subscribers_02620,48,male
subscribers_02621,48,male
subscribers_02622,39,male
subscribers_02623,15,female
subscribers_02624,19,female
subscribers_02625,23,male
subscribers_02626,27,male
subscribers_02627,42,female
subscribers_02628,63,male
subscribers_02629,22,male
subscribers_02630,39,male
subscribers_02631,56,male
subscribers_02632,50,male
subscribers_02633,60,male
subscribers_02634,53,female
subscribers_02635,46,male
subscribers_02636,17,male
subscribers_02637,62,male
subscribers_02638,65,female
subscribers_02639,62,female
subscribers_02640,58,male
subscribers_02641,59,female
subscribers_02642,19,male
subscribers_02643,51,female
subscribers_02644,21,female
subscribers_02645,60,female
subscribers_02646,41,male
subscribers_02647,65,male
subscribers_02648,25,male
subscribers_02649,18,female
subscribers_02650,37,female
subscribers_02651,16,male
subscribers_02652,37,male
subscribers_02653,66,female
subscribers_02654,21,female
subscribers_02655,81,female
subscribers_02656,46,male
subscribers_02657,40,female
subscribers_02658,23,male
subscribers_02659,59,female
subscribers_02660,27,female
subscribers_02661,38,male
subscribers_02662,48,male
subscribers_02663,41,male
subscribers_02664,63,male
subscribers_02665,20,male
subscribers_02666,60,female
subscribers_02667,46,male
subscribers_02668,24,male
subscribers_02669,34,male
subscribers_02670,32,male
subscribers_02671,37,male
subscribers_02672,42,female
subscribers_02673,67,male
subscribers_02674,33,male
subscribers_02675,22,male
subscribers_02676,57,female
subscribers_02677,53,male
subscribers_02678,22,male
subscribers_02679,28,male
subscribers_02680,20,female
subscribers_02681,29,female
subscribers_02682,55,female
subscribers_02683,66,female
subscribers_02684,44,female
subscribers_02685,33,female
subscribers_02686,65,male
subscribers_02687,49,male
subscribers_02688,59,female
subscribers_02689,69,female
subscribers_02690,57,male
subscribers_02691,35,male
subscribers_02692,59,female
subscribers_02693,20,female
subscribers_02694,47,male
subscribers_02695,27,male
subscribers_02696,54,male
subscribers_02697,31,male
subscribers_02698,63,male
subscribers_02699,63,female
subscribers_02700,23,male
subscribers_02701,56,male
subscribers_02702,31,male
subscribers_02703,28,male
subscribers_02704,44,female
subscribers_02705,50,male
subscribers_02706,65,male
subscribers_02707,20,male
subscribers_02708,48,male
subscribers_02709,72,female
subscribers_02710,50,male
subscribers_02711,46,female
subscribers_02712,24,male
subscribers_02713,48,female
subscribers_02714,65,female
subscribers_02715,41,male
subscribers_02716,54,male
subscribers_02717,55,male
subscribers_02718,49,female
subscribers_02719,21,male
subscribers_02720,34,female
subscribers_02721,64,female
subscribers_02722,18,female
subscribers_02723,28,female
subscribers_02724,58,male
subscribers_02725,54,male
subscribers_02726,27,female
subscribers_02727,21,male
subscribers_02728,30,male
subscribers_02729,34,male
subscribers_02730,85,female
subscribers_02731,52,male
subscribers_02732,53,female
subscribers_02733,51,male
subscribers_02734,15,male
subscribers_02735,34,female
subscribers_02736,29,male
subscribers_02737,23,female
subscribers_02738,26,female
subscribers_02739,16,female
subscribers_02740,28,female
subscribers_02741,39,male
subscribers_02742,61,female
subscribers_02743,69,female
subscribers_02744,46,male
subscribers_02745,42,female
subscribers_02746,35,male
subscribers_02747,50,female
subscribers_02748,34,female
subscribers_02749,69,male
subscribers_02750,17,male
subscribers_02751,25,female
subscribers_02752,48,female
subscribers_02753,24,male
subscribers_02754,62,male
subscribers_02755,32,male
subscribers_02756,18,male
subscribers_02757,63,female
subscribers_02758,52,female
subscribers_02759,54,female
subscribers_02760,70,female
subscribers_02761,29,female
subscribers_02762,52,male
subscribers_02763,35,male
subscribers_02764,58,female
subscribers_02765,28,male
subscribers_02766,22,male
subscribers_02767,40,female
subscribers_02768,57,female
subscribers_02769,63,female
subscribers_02770,37,male
subscribers_02771,40,female
subscribers_02772,49,female
subscribers_02773,23,female
subscribers_02774,62,male
subscribers_02775,79,female
subscribers_02776,69,female
subscribers_02777,25,male
subscribers_02778,32,male
subscribers_02779,17,female
subscribers_02780,60,male
subscribers_02781,69,male
subscribers_02782,39,male
subscribers_02783,64,female
subscribers_02784,30,female
subscribers_02785,27,male
subscribers_02786,30,male
subscribers_02787,41,female
subscribers_02788,66,male
subscribers_02789,69,male
subscribers_02790,38,female
subscribers_02791,22,male
subscribers_02792,55,female
subscribers_02793,30,female
subscribers_02794,48,female
subscribers_02795,22,female
subscribers_02796,40,female
subscribers_02797,17,male
subscribers_02798,39,female
subscribers_02799,51,male
subscribers_02800,23,female
subscribers_02801,17,male
subscribers_02802,37,male
subscribers_02803,54,female
subscribers_02804,33,female
subscribers_02805,39,male
subscribers_02806,72,male
subscribers_02807,38,female
subscribers_02808,45,female
subscribers_02809,30,female
subscribers_02810,63,male
subscribers_02811,22,male
subscribers_02812,27,male
subscribers_02813,40,female
subscribers_02814,37,male
subscribers_02815,63,female
subscribers_02816,65,male
subscribers_02817,23,male
subscribers_02818,28,female
subscribers_02819,83,male
subscribers_02820,33,male
subscribers_02821,21,female
subscribers_02822,43,female
subscribers_02823,39,female
subscribers_02824,50,male
subscribers_02825,26,male
subscribers_02826,56,female
subscribers_02827,53,female
subscribers_02828,51,female
subscribers_02829,55,male
subscribers_02830,15,female
subscribers_02831,65,male
subscribers_02832,52,male
subscribers_02833,44,male
subscribers_02834,62,male
subscribers_02835,82,female
subscribers_02836,34,male
subscribers_02837,37,male
subscribers_02838,36,male
subscribers_02839,29,male
subscribers_02840,27,male
subscribers_02841,24,male
subscribers_02842,52,male
subscribers_02843,69,female
subscribers_02844,15,female
subscribers_02845,43,male
subscribers_02846,16,male
subscribers_02847,27,female
subscribers_02848,49,male
subscribers_02849,29,male
subscribers_02850,15,male
subscribers_02851,26,female
subscribers_02852,28,male
subscribers_02853,17,female
subscribers_02854,65,male
subscribers_02855,17,female
subscribers_02856,43,male
subscribers_02857,18,male
subscribers_02858,68,male
subscribers_02859,63,male
subscribers_02860,45,female
subscribers_02861,42,female
subscribers_02862,52,male
subscribers_02863,81,male
subscribers_02864,58,male
subscribers_02865,26,male
subscribers_02866,20,male
subscribers_02867,59,male
subscribers_02868,18,male
subscribers_02869,76,female
subscribers_02870,47,male
subscribers_02871,39,male
subscribers_02872,65,male
subscribers_02873,26,male
subscribers_02874,21,male
subscribers_02875,62,male
subscribers_02876,21,female
subscribers_02877,69,female
subscribers_02878,20,female
subscribers_02879,45,male
subscribers_02880,25,female
