msisdn,datetime,cell_id,latitude,longitude,data_type,service
subscribers_00029,9/26/2025 13:49,13728,-1.2772,36.814,CDR,2G
subscribers_00029,9/26/2025 14:46,13728,-1.2772,36.814,CDR,2G
subscribers_00029,9/26/2025 16:12,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 17:12,12697,-1.3192,36.8064,CDR,2G
subscribers_00029,9/26/2025 17:36,12697,-1.3192,36.8064,CDR,2G
subscribers_00029,9/26/2025 17:39,12697,-1.3192,36.8064,CDR,2G
subscribers_00029,9/26/2025 18:42,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 20:12,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 20:18,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 20:52,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 22:30,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/26/2025 23:04,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/27/2025 8:00,13728,-1.2772,36.814,CDR,2G
subscribers_00029,9/27/2025 9:12,15598,-1.3216,36.8227,CDR,2G
subscribers_00029,9/27/2025 11:28,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/27/2025 11:55,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/27/2025 12:56,34917,-1.2198,36.9279,CDR,2G
subscribers_00029,9/27/2025 14:26,34917,-1.2198,36.9279,CDR,2G
subscribers_00029,9/27/2025 14:30,34917,-1.2198,36.9279,CDR,2G
subscribers_00029,9/27/2025 16:14,28193,-1.2212,36.8871,CDR,2G
subscribers_00029,9/27/2025 16:37,7709,-1.2854,36.7524,CDR,2G
subscribers_00029,9/27/2025 17:43,7709,-1.2854,36.7524,CDR,2G
subscribers_00029,9/27/2025 18:31,7709,-1.2854,36.7524,CDR,2G
subscribers_00029,9/27/2025 19:18,18829,-1.2898,36.8372,IPDR,2G
subscribers_00029,9/27/2025 20:26,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/27/2025 20:40,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/27/2025 22:38,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 0:00,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 0:03,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 0:08,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 1:35,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 5:03,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 6:10,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 7:19,8510,-1.3992,36.7625,CDR,2G
subscribers_00029,9/28/2025 7:48,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 8:18,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 9:15,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 10:50,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 11:30,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 12:44,18829,-1.2898,36.8372,CDR,2G
subscribers_00029,9/28/2025 14:27,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 15:37,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 17:41,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 17:58,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 18:58,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 20:13,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 20:43,7211,-1.27,36.7466,CDR,2G
subscribers_00029,9/28/2025 23:37,14732,-1.288,36.8191,CDR,2G
subscribers_00030,9/22/2025 4:59,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 6:43,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 7:14,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 9:02,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 9:26,36264,-1.4026,36.9448,IPDR,2G
subscribers_00030,9/22/2025 10:32,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 11:05,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 11:59,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 14:49,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/22/2025 17:02,39849,-1.3349,37.0037,CDR,2G
subscribers_00030,9/22/2025 17:34,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 18:20,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 20:10,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 20:15,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 20:19,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/22/2025 22:07,35731,-1.3885,36.9377,CDR,2G
subscribers_00030,9/23/2025 0:14,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 2:07,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 3:50,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 6:45,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 6:55,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 7:35,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 8:20,16547,-1.3026,36.8263,CDR,2G
subscribers_00030,9/23/2025 9:43,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 11:39,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 11:59,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 13:31,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 13:36,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 13:40,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 14:28,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 15:09,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 16:01,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 17:33,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/23/2025 17:39,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/23/2025 18:42,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/23/2025 19:32,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/23/2025 20:36,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 21:28,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/23/2025 22:21,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/24/2025 0:54,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/24/2025 8:56,36264,-1.4026,36.9448,IPDR,2G
subscribers_00030,9/24/2025 10:15,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/24/2025 11:25,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/24/2025 11:52,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/24/2025 13:04,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/24/2025 14:57,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/24/2025 15:49,36234,-1.4017,36.9443,CDR,2G
subscribers_00030,9/24/2025 16:52,36234,-1.4017,36.9443,CDR,2G
subscribers_00030,9/24/2025 16:56,36234,-1.4017,36.9443,CDR,2G
subscribers_00030,9/24/2025 17:17,36234,-1.4017,36.9443,CDR,2G
subscribers_00030,9/24/2025 17:19,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/24/2025 20:59,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/24/2025 22:56,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/25/2025 2:24,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/25/2025 2:26,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/25/2025 5:50,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/25/2025 9:50,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 9:52,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 10:24,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 10:45,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 11:44,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 12:48,35595,-1.3857,36.9361,CDR,2G
subscribers_00030,9/25/2025 13:18,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 13:51,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 15:39,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 16:29,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/25/2025 16:31,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/25/2025 18:04,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/25/2025 18:06,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/25/2025 18:46,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 0:28,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 3:58,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 10:20,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 13:46,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/26/2025 15:37,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/26/2025 16:07,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/26/2025 16:34,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/26/2025 16:56,36264,-1.4026,36.9448,CDR,2G
subscribers_00030,9/26/2025 17:50,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 18:51,36256,-1.4037,36.9447,CDR,2G
subscribers_00030,9/26/2025 19:58,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 21:05,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/26/2025 21:40,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 5:24,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 6:17,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 7:35,35595,-1.3857,36.9361,CDR,2G
subscribers_00030,9/27/2025 10:05,1163,-1.1022,36.6485,CDR,2G
subscribers_00030,9/27/2025 11:57,35595,-1.3857,36.9361,CDR,2G
subscribers_00030,9/27/2025 13:02,28192,-1.2242,36.8871,CDR,2G
subscribers_00030,9/27/2025 13:04,28192,-1.2242,36.8871,CDR,2G
subscribers_00030,9/27/2025 13:36,27728,-1.3005,36.8857,CDR,2G
subscribers_00030,9/27/2025 13:41,27728,-1.3005,36.8857,CDR,2G
subscribers_00030,9/27/2025 14:20,27728,-1.3005,36.8857,CDR,2G
subscribers_00030,9/27/2025 15:55,27728,-1.3005,36.8857,CDR,2G
subscribers_00030,9/27/2025 18:01,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/27/2025 19:16,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 19:51,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 20:31,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 21:00,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/27/2025 21:13,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/28/2025 1:45,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/28/2025 2:57,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/28/2025 3:13,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/28/2025 5:35,36527,-1.4071,36.9482,CDR,2G
subscribers_00030,9/28/2025 9:08,35170,-1.3808,36.9306,CDR,2G
subscribers_00030,9/28/2025 9:10,35170,-1.3808,36.9306,CDR,2G
subscribers_00030,9/28/2025 11:19,1689,-1.2126,36.6597,CDR,2G
subscribers_00030,9/28/2025 12:02,1689,-1.2126,36.6597,CDR,2G
subscribers_00030,9/28/2025 12:45,1689,-1.2126,36.6597,CDR,2G
subscribers_00030,9/28/2025 12:51,1689,-1.2126,36.6597,CDR,2G
subscribers_00030,9/28/2025 14:05,35595,-1.3857,36.9361,CDR,2G
subscribers_00030,9/28/2025 14:33,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/28/2025 15:21,36553,-1.407,36.9486,CDR,2G
subscribers_00030,9/28/2025 16:39,42418,-1.2491,36.87,CDR,4G
subscribers_00030,9/28/2025 16:56,5522,-1.3475,36.723,CDR,2G
subscribers_00030,9/28/2025 18:37,5522,-1.3475,36.723,CDR,2G
subscribers_00030,9/28/2025 20:59,5522,-1.3475,36.723,CDR,2G
subscribers_00030,9/28/2025 23:34,672,-1.1479,36.6362,CDR,2G
subscribers_00031,9/22/2025 0:08,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/22/2025 10:57,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/22/2025 11:01,42867,-1.3131,36.8997,CDR,4G
subscribers_00031,9/22/2025 12:41,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/22/2025 13:00,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/22/2025 14:31,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/22/2025 15:28,42867,-1.3131,36.8997,CDR,4G
subscribers_00031,9/22/2025 15:35,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/22/2025 18:49,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/22/2025 19:59,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/22/2025 21:17,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/23/2025 8:16,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 10:35,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 10:47,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 10:59,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 11:01,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 11:44,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 13:33,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/23/2025 14:05,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/23/2025 14:39,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/23/2025 16:37,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/23/2025 18:46,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/23/2025 20:21,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/23/2025 20:33,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/23/2025 23:58,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/24/2025 0:32,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/24/2025 1:48,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/24/2025 7:05,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/24/2025 9:30,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 10:48,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 10:53,42867,-1.3131,36.8997,CDR,4G
subscribers_00031,9/24/2025 11:12,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 11:49,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 11:52,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 14:08,42867,-1.3131,36.8997,CDR,4G
subscribers_00031,9/24/2025 16:41,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/24/2025 18:10,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/24/2025 18:43,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/24/2025 21:54,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/25/2025 7:49,21573,-1.3308,36.8523,CDR,2G
subscribers_00031,9/25/2025 8:17,21573,-1.3308,36.8523,CDR,2G
subscribers_00031,9/25/2025 11:22,42867,-1.3131,36.8997,CDR,4G
subscribers_00031,9/25/2025 12:49,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/25/2025 14:39,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/25/2025 16:32,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/25/2025 16:37,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/25/2025 17:49,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/25/2025 18:12,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/25/2025 19:06,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/25/2025 20:19,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/26/2025 6:48,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/26/2025 7:51,12704,-1.2283,36.8064,CDR,2G
subscribers_00031,9/26/2025 9:57,12704,-1.2283,36.8064,CDR,2G
subscribers_00031,9/26/2025 10:56,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/26/2025 13:13,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/26/2025 14:14,42867,-1.3131,36.8997,IPDR,4G
subscribers_00031,9/26/2025 16:05,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/26/2025 19:09,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/27/2025 4:35,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/27/2025 9:03,26411,-1.2705,36.881,CDR,2G
subscribers_00031,9/27/2025 9:15,26411,-1.2705,36.881,CDR,2G
subscribers_00031,9/27/2025 12:05,33565,-1.2683,36.9144,CDR,2G
subscribers_00031,9/27/2025 14:27,33565,-1.2683,36.9144,CDR,2G
subscribers_00031,9/27/2025 15:08,33565,-1.2683,36.9144,CDR,2G
subscribers_00031,9/27/2025 17:17,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/27/2025 17:19,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/27/2025 20:28,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/27/2025 21:39,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/27/2025 23:57,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/28/2025 7:42,12416,-1.2949,36.8041,CDR,2G
subscribers_00031,9/28/2025 8:07,22634,-1.3321,36.8601,CDR,2G
subscribers_00031,9/28/2025 10:23,43758,-1.3182,36.7812,IPDR,3G
subscribers_00031,9/28/2025 13:45,23592,-1.2624,36.8671,CDR,2G
subscribers_00031,9/28/2025 15:54,2125,-1.2492,36.6643,CDR,2G
subscribers_00031,9/28/2025 18:38,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/28/2025 19:04,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/28/2025 19:27,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/28/2025 20:00,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/28/2025 20:23,27907,-1.2948,36.8863,CDR,2G
subscribers_00031,9/28/2025 22:10,22634,-1.3321,36.8601,CDR,2G
subscribers_00032,9/22/2025 3:12,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/22/2025 5:14,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/22/2025 6:16,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/22/2025 9:23,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/22/2025 9:51,8380,-1.2654,36.7609,CDR,2G
subscribers_00032,9/22/2025 12:17,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/22/2025 12:20,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/22/2025 15:17,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/22/2025 16:10,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/22/2025 17:24,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/22/2025 18:10,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/22/2025 18:26,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/22/2025 19:39,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/22/2025 21:49,3455,-1.3344,36.6814,CDR,2G
subscribers_00032,9/23/2025 1:44,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/23/2025 9:59,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 10:47,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 12:07,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 13:34,31533,-1.2851,36.9008,CDR,2G
subscribers_00032,9/23/2025 13:39,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 14:13,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 14:51,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 14:56,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 15:01,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/23/2025 16:25,38981,-1.3451,36.9841,CDR,2G
subscribers_00032,9/23/2025 17:30,29113,-1.3298,36.8908,CDR,2G
subscribers_00032,9/23/2025 18:30,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/23/2025 19:44,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/23/2025 21:39,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/23/2025 23:43,1515,-1.3596,36.6567,CDR,2G
subscribers_00032,9/23/2025 23:54,1515,-1.3596,36.6567,CDR,2G
subscribers_00032,9/24/2025 0:45,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/24/2025 7:45,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 9:15,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 12:48,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 12:52,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 13:28,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 13:35,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 14:50,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/24/2025 16:26,32260,-1.3099,36.9046,CDR,2G
subscribers_00032,9/24/2025 18:44,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/24/2025 19:43,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/24/2025 21:05,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/25/2025 1:40,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/25/2025 5:43,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/25/2025 8:42,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/25/2025 10:16,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/25/2025 10:46,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/25/2025 12:09,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/25/2025 13:38,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/25/2025 14:33,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/25/2025 15:29,15539,-1.2552,36.8224,CDR,2G
subscribers_00032,9/25/2025 15:32,15539,-1.2552,36.8224,CDR,2G
subscribers_00032,9/25/2025 16:33,32260,-1.3099,36.9046,CDR,2G
subscribers_00032,9/25/2025 17:30,37177,-1.3714,36.9569,CDR,2G
subscribers_00032,9/25/2025 19:28,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/25/2025 20:03,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/26/2025 9:03,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 10:01,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 11:27,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 13:31,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 14:00,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 15:51,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 18:24,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 20:08,32789,-1.2774,36.9082,CDR,2G
subscribers_00032,9/26/2025 23:02,32789,-1.2774,36.9082,IPDR,2G
subscribers_00032,9/27/2025 0:24,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 9:06,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 10:59,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 11:05,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 11:47,18867,-1.286,36.8374,CDR,2G
subscribers_00032,9/27/2025 13:17,19096,-1.2967,36.8388,CDR,2G
subscribers_00032,9/27/2025 15:00,19096,-1.2967,36.8388,CDR,2G
subscribers_00032,9/27/2025 16:13,43247,-1.4301,36.9686,IPDR,4G
subscribers_00032,9/27/2025 18:24,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 19:08,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 21:13,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 21:15,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/27/2025 21:21,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 0:16,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 3:41,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 5:44,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 10:19,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 11:22,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 11:54,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 12:18,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 14:03,28323,-1.3007,36.8876,CDR,2G
subscribers_00032,9/28/2025 14:48,43011,-1.3145,36.9163,CDR,4G
subscribers_00032,9/28/2025 16:09,43011,-1.3145,36.9163,IPDR,4G
subscribers_00032,9/28/2025 18:03,43011,-1.3145,36.9163,IPDR,4G
subscribers_00032,9/28/2025 19:15,43011,-1.3145,36.9163,IPDR,4G
subscribers_00033,9/22/2025 0:40,16959,-1.3072,36.828,CDR,2G
subscribers_00033,9/22/2025 1:13,16959,-1.3072,36.828,CDR,2G
subscribers_00033,9/22/2025 7:33,16959,-1.3072,36.828,CDR,2G
subscribers_00033,9/22/2025 8:30,16959,-1.3072,36.828,CDR,2G
subscribers_00033,9/22/2025 8:53,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 9:57,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 10:02,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 11:14,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 11:18,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 12:53,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 14:34,21533,-1.3258,36.8521,CDR,2G
subscribers_00033,9/22/2025 14:38,21533,-1.3258,36.8521,CDR,2G
